rec-id,gender,given-name,surname,postcode,city,telephone-number,credit-card-number,income-normal,age-uniform,income,age,sex,blood-pressure
rec-0012-org,male,larissa,clapham,2913,perth,08 0935 0470,9522 8689 6838 3288,24407.70,29,38953.5,12,m,77.872
rec-0013-org,female,jade,bezuidenhoudt,2902,brisbane,03 7380 6688,7343 4047 9847 0691,66648.31,44,202355.1,84,f,78.686
rec-0014-org,male,kelsy,sunderland,2606,melbourne,03 7802 9090,1007 0240 4124 2850,35163.16,49,20906.8,93,m,78.212
rec-0015-org,male,bailee,cure,2913,perth,03 2696 6770,0306 2036 3508 6260,59028.82,68,90593.0,36,f,77.611
rec-0016-org,female,rachel,macgowan,2600,perth,03 6951 4200,7492 6447 7123 6964,47355.85,17,52857.5,32,f,73.212
rec-0017-org,male,kaitlin,mason,2604,perth,04 8794 8920,8183 0231 7119 1174,65611.41,10,34782.4,40,f,75.655
rec-0018-org,female,natalie,lowe,2607,brisbane,08 8106 1791,4967 2337 4440 1447,21091.90,106,31437.6,86,f,71.318
rec-0019-org,female,taylah,spicer,2617,perth,07 0257 8758,6982 5161 3098 5872,58047.58,49,38826.1,16,m,72.991
rec-0020-dup-0,male,abbie,crell'ln,2902,sydjry,,4582 60947 5485 3756,32855.66,118,97757.7,6105,m,70.242
rec-0020-dup-1,male,api,crelin,2901,sydney,,4582 6097 5485 37506,32855.66,118,97757.7,105,m,70.242
rec-0020-org,male,abbie,crellin,2902,sydney,03 8906 4490,4582 6097 5485 3756,32855.66,118,97757.7,105,m,70.242
rec-0021-org,female,rebekah,calic,2607,sydney,02 3787 5934,4469 2771 4936 2227,58456.41,44,265155.0,34,f,78.807
rec-0022-org,male,georgia,slape,2607,sydney,02 8187 5408,4183 3313 7291 1268,49314.59,95,154904.1,89,f,74.045
rec-0023-org,male,molly,priest,2905,melbourne,08 5597 3034,9347 4822 2169 9614,62467.74,100,27417.2,70,na,75.373
rec-0024-org,male,shona,newbould,2607,melbourne,08 6045 7803,4382 1189 4157 1181,69601.53,39,87058.7,94,m,83.122
rec-0025-org,female,juliana,millar,2602,melbourne,02 4870 5743,8981 3385 7559 6874,34474.58,23,52787.3,52,na,76.782
rec-0026-org,male,aliza,priest,2906,canberra,08 0693 4199,6986 5327 6861 8414,27061.90,77,47700.2,91,f,73.527
rec-0027-org,male,peta,wheatley,2617,sydney,03 4330 3704,5676 9022 0108 8079,47683.80,32,111802.6,35,f,73.486
rec-0028-org,female,olivia,vorstenbosch,2615,perth,07 5569 3442,0722 0404 8886 5106,23660.72,93,198771.9,62,f,78.355
rec-0029-org,female,alexandra,webb,2602,sydney,02 1982 4527,0240 1635 9123 5972,55977.50,14,273387.7,23,f,68.442
rec-0030-org,male,ellie,d'unienville,2904,sydney,02 4773 4463,8977 6237 0684 4850,31910.79,106,31638.8,18,f,72.407
rec-0031-org,female,isabella,david,2601,brisbane,03 9539 7916,1362 2455 8534 6719,84793.87,6,192985.1,40,f,75.174
rec-0032-dup-0,,kaitlyn,weo,2905,perth,,9834 1009 3567 52784,3994.33,9,57797.2,105,na,78.823
rec-0032-dup-1,female,caidlyn,webb,2905,pertn,,9834 1009 367 5284,3994.33,9,57797.2,505,na,78.823
rec-0032-org,female,caitlyn,webb,2905,perth,07 0889 2361,9834 1009 3567 5284,3994.33,9,57797.2,105,na,78.823
rec-0033-org,female,katherine,clarke,2617,sydney,02 9890 0337,1025 2351 0569 8387,27778.67,24,48244.1,103,m,79.171
rec-0034-org,male,emiily,stephenson,2607,perth,03 8442 0344,8141 8746 0628 4394,72769.61,41,16702.0,68,f,69.852
rec-0035-org,male,ruby,early,2602,sydney,04 6712 5456,5231 1544 3382 7699,55832.83,105,81582.8,64,m,77.667
rec-0036-org,male,bailey,linedale,2614,melbourne,03 7790 7300,1777 6388 6023 4412,76754.38,18,43343.9,29,na,79.627
rec-0037-org,female,tara,everett,2913,perth,08 1145 7235,2163 8197 4441 0691,44584.10,120,28796.7,107,f,75.158
rec-0038-dup-0,female,sarab,mafopult,2605,perty,,0991 36953 81787 5373,64644.98,4,55042.1,15,na,73.146
rec-0038-dup-1,,zraah,mafopujt,2605,perth,,0991 69535 8177 5373,64644.98,4,55042.1,15,na,73.146
rec-0038-org,female,sarah,mafopust,2605,perth,02 5065 2559,0991 6953 8177 5373,64644.98,4,55042.1,15,na,73.146
rec-0039-org,female,hannah,white,2906,sydney,03 7442 5387,9536 4189 2931 4531,56064.50,16,252826.7,29,f,85.304
rec-0040-org,male,ruby,valmorbida,2606,perth,04 0990 9099,9687 1731 6233 4758,343.27,9,17800.2,53,f,70.980
rec-0041-org,female,alexandra,lock,2602,perth,08 1823 9466,2184 3593 6572 9548,63013.31,71,17198.0,104,f,74.210
rec-0042-org,female,kirra,tiedemann,2615,brisbane,03 5342 1296,7267 1504 5426 6872,39728.82,79,154222.7,56,f,73.573
rec-0043-org,male,taylor,brain,2913,sydney,02 0079 6074,6816 2182 1909 1500,63356.79,88,86086.4,17,f,69.608
rec-0044-org,male,sara,miliano,2612,melbourne,07 8401 2506,0605 0206 3891 9398,36042.41,95,28504.0,22,na,71.733
rec-0045-org,male,jade,crossman,2605,melbourne,03 6343 8036,8626 2087 7227 4260,27118.40,58,25523.8,42,na,79.306
rec-0046-org,male,carla,priest,2615,perth,03 0088 1029,6694 1501 3833 0094,71680.63,9,34975.5,84,m,77.107
rec-0047-org,male,felicity,hilton,2606,perth,08 1690 7785,4378 5768 5103 7745,24322.87,89,27502.0,95,na,77.214
rec-0048-org,female,hannah,sharpless,2614,melbourne,07 8499 9994,1482 3080 4231 0344,62331.05,40,43114.4,100,f,70.372
rec-0049-org,female,rebecca,clarke,2600,brisbane,03 2596 8587,3405 2713 1292 7114,58843.92,97,115648.0,63,f,78.623
rec-0050-org,male,teagan,green,2902,melbourne,02 0529 7909,4165 2938 0950 7803,53026.22,100,81171.7,14,m,75.409
rec-0051-dup-0,,mateline,kal'lpari,2904,canberra,,2410 24157 7723 6186,64592.02,70,224448.5,14,f,85.010
rec-0051-dup-1,,macleline,calipari,2904,canbeera,03 4678 2667,2410 215 7723 6186,64592.02,70,224448.5,714,f,85.010
rec-0051-org,female,madeline,calipari,2904,canberra,03 4678 2667,2410 2415 7723 6186,64592.02,70,224448.5,14,f,85.010
rec-0052-org,male,sarah,waller,2902,sydney,03 1180 9873,3502 2420 5052 7026,59230.52,27,116844.4,88,f,79.191
rec-0053-dup-0,,alana,bernath,missing,stydney,,6529 7446 2585 52581,20843.74,57,52065.5,86,f,81.179
rec-0053-dup-1,,alana,pernat,29o5,sydney,,6529 7446 23585 5281,20843.74,57,52065.5,86,f,81.179
rec-0053-dup-2,female,alana,pernadh,290t,sydney,,6529 74462585 5281,20843.74,57,52065.5,8,f,81.179
rec-0053-org,female,alana,bernath,2905,sydney,04 8568 1935,6529 7446 2585 5281,20843.74,57,52065.5,86,f,81.179
rec-0054-org,female,caitlin,novacek,2615,hobart,04 9478 0429,5307 8198 7588 6434,71698.09,69,28197.2,75,m,80.872
rec-0055-org,male,courtney,devonshire,2904,melbourne,02 5070 6432,1560 0161 8109 4102,46396.82,36,50128.8,66,f,71.143
rec-0056-org,male,olivia,gunawan,2617,melbourne,03 3583 0614,1858 3672 1247 9462,45289.96,52,82072.7,77,f,68.482
rec-0057-org,male,lara,doody,2604,melbourne,08 5852 7109,9388 1593 2572 8464,39982.43,19,201077.9,26,f,77.507
rec-0058-org,male,rebecca,milburn,2605,melbourne,08 0011 6690,7105 6819 6158 8498,60397.51,45,38562.0,59,na,72.215
rec-0059-org,male,taylah,patafta,2611,melbourne,03 1085 2092,2427 7743 7808 2989,43943.07,72,20356.5,43,m,75.686
rec-0060-org,male,lauren,jinks,2602,melbourne,03 8077 9326,2323 7108 0952 2662,25605.71,28,62263.3,50,m,79.737
rec-0061-dup-0,,oljvya,geoahge,2614,perth,,3809 5007 2531 4833,36003.23,71,80593.5,45,na,78.528
rec-0061-org,male,olivia,george,2614,perth,02 0053 2956,3809 5007 2531 4833,36003.23,71,80593.5,48,na,78.528
rec-0062-org,male,tiahnee,dixon,2614,melbourne,04 3856 9205,4813 2222 1752 2950,48382.15,45,79877.4,76,m,75.294
rec-0063-org,male,sophie,fimmano,2614,sydney,08 9256 6722,9952 1367 5903 3336,55261.73,27,95164.7,50,na,68.677
rec-0064-org,male,sophie,willanski,2606,melbourne,04 9886 0316,5841 6894 5358 4737,79824.38,86,18613.1,61,f,76.155
rec-0065-org,male,tahlia,di cola,2605,melbourne,02 2849 7724,9562 7955 6795 2771,60338.97,32,70199.9,32,m,73.566
rec-0066-org,male,tara,forshaw,2902,sydney,07 3820 8393,4516 5953 7955 4247,20529.49,108,206862.8,10,f,69.744
rec-0067-org,male,bridget,goldsworthy,2902,sydney,04 5045 4424,0057 6876 2917 0744,89309.43,13,76400.4,46,m,66.185
rec-0068-org,female,alisa,nguyen,2612,brisbane,02 9844 3215,2256 7797 1374 8615,69099.63,21,55869.8,48,f,80.182
rec-0069-org,female,lauren,nguyen,2905,melbourne,02 6222 1486,3197 2615 1394 0495,32021.97,9,58529.9,29,m,72.714
rec-0070-org,male,alisa,bowdern,2605,melbourne,04 1222 2655,4192 5717 0644 4319,49148.72,107,12923.6,106,na,73.598
rec-0071-org,male,kelsey,brooker,2604,melbourne,07 7704 7564,3507 3680 6087 4108,7042.78,101,207311.1,64,f,75.086
rec-0072-org,male,matisse,kelley,2602,sydney,07 7584 9934,2707 1037 9758 6636,11935.76,19,27485.5,104,f,71.456
rec-0073-org,female,maya,harrington,2602,perth,07 5293 4182,6243 7764 3000 6305,73150.08,110,72205.1,89,m,82.696
rec-0074-org,female,olivia,white,2611,sydney,07 1714 4135,7191 2701 5811 2717,90331.02,29,22773.2,57,m,79.328
rec-0075-org,female,tara,blake,2615,sydney,03 3651 6009,3521 0010 7381 3720,38978.75,68,26823.8,97,m,68.755
rec-0076-org,male,lauren,george,2615,melbourne,07 0363 4336,0189 1362 2609 7494,23713.97,101,53625.7,58,na,78.335
rec-0077-org,male,tanyshah,campbell,2906,sydney,08 9289 6506,6988 2391 0297 1084,56293.53,19,66448.2,65,na,72.331
rec-0078-org,male,charlotte,eveston,2604,sydney,03 4947 4043,8992 7931 5235 5668,82766.22,91,32556.4,26,f,73.403
rec-0079-org,male,renee,mayman,2903,melbourne,03 4258 1595,3229 4759 8132 2374,26067.48,4,38277.8,76,m,71.343
rec-0080-org,male,amber,coleman,2620,sydney,02 6767 8636,2743 1116 9185 5624,74632.03,61,51943.5,23,f,73.986
rec-0081-org,female,emma,pontifex,2614,brisbane,02 7721 1327,6949 2841 7622 8209,50494.40,7,180176.9,26,f,70.818
rec-0082-org,female,amy,browne,2618,sydney,07 8904 7536,7803 0025 9670 1655,48649.43,78,14646.8,41,na,73.696
rec-0083-org,male,amy,tebb,2602,perth,04 2786 7575,0997 9815 5200 2812,68039.39,2,28392.4,74,na,72.466
rec-0084-org,male,anastasia,matthews,2600,melbourne,08 6605 4008,8899 8532 3993 0816,33281.40,112,79172.3,99,na,77.617
rec-0085-org,male,mikayla,matthews,2602,melbourne,04 5321 1808,1475 9021 1119 4905,53216.32,25,3541.7,11,na,73.521
rec-0086-org,male,imogen,lavender,2906,melbourne,02 0432 0367,6039 0426 0728 0312,65916.91,66,30187.7,102,m,75.394
rec-0087-org,male,tara,gaskin,2611,canberra,03 3606 7932,5798 8329 9265 6663,50600.73,106,89097.0,51,na,74.214
rec-0088-dup-0,,dayla,hite,2905,melbourn,,2553 5546 6742 5997,62331.96,108,66728.2,37,na,79.613
rec-0088-org,female,taylah,white,2905,melbourne,07 5564 4771,2553 5546 6742 5997,62331.96,108,66728.2,37,na,79.613
rec-0089-org,male,hannah,purdon,2905,melbourne,07 1929 6856,1132 9830 3026 3520,76955.76,67,7258.8,102,na,77.990
rec-0090-org,male,daniella,niklaus,2904,canberra,08 0575 0564,5643 7790 9268 9683,64953.44,74,95181.8,87,m,76.771
rec-0091-org,male,chloe,green,2603,melbourne,04 6115 7413,8409 7781 4394 8821,64446.79,45,70527.7,17,na,77.057
rec-0092-org,female,kaitlin,white,2914,perth,02 6567 6606,5632 1643 1335 8440,64384.76,110,57035.9,49,f,80.369
rec-0093-dup-0,,macckenzy,whatljng,missinh,melbourne,,0663 8585 7263 1696,18983.76,87,30133.6,59,m,83.779
rec-0093-dup-1,male,makensi,whatling,260w,,,0663 8585 7263 1696,18983.76,87,30133.6,95,m,83.779
rec-0093-dup-2,male,mackemiz,hatlin9,269w,melbourne,,0663 85585 7263 1696,18983.76,87,30133.6,59,m,83.779
rec-0093-org,male,mackenzi,whatling,2603,melbourne,08 9525 4938,0663 8585 7263 1696,18983.76,87,30133.6,59,m,83.779
rec-0094-org,male,emma,sagrestano,2904,melbourne,07 2003 6727,8391 0199 3716 4594,43648.51,6,84769.5,105,na,78.827
rec-0095-org,male,sarah,brooker,2611,sydney,08 2590 3342,4625 9382 5214 9531,61755.74,43,81364.9,39,f,77.776
rec-0096-org,male,carly,white,2617,canberra,08 4409 2060,0880 8515 5971 2347,7745.66,18,40101.9,110,m,84.715
rec-0097-org,female,tiffany,coulson,2602,perth,03 4506 6735,7489 0514 4731 3133,58997.81,66,10881.0,80,na,74.152
rec-0098-org,male,ella,scholte,2903,sydney,04 9591 1285,2062 6094 9973 0514,9406.27,71,67695.2,63,m,73.339
rec-0099-org,male,erin,reid,2601,sydney,02 2369 5266,2264 3478 2560 8559,35937.56,27,56150.8,81,f,74.426
rec-0100-org,male,amy,noyce,2906,sydney,03 0964 3923,4239 5251 2130 7515,52175.85,77,48426.4,15,m,74.540
rec-0101-org,female,jasmyn,grimm,2913,perth,04 6781 6726,4620 1423 9167 1003,51183.68,33,216464.0,46,f,74.558
rec-0102-org,male,willow,fimmano,2615,sydney,03 5159 4334,1582 0631 5587 8536,19694.44,9,39673.1,99,na,74.096
rec-0103-org,male,madison,wimmer,2905,melbourne,04 0044 7365,5074 7015 2405 6770,32667.59,109,98659.8,47,m,73.803
rec-0104-org,female,katelin,godfrey,2906,perth,03 6007 9235,4202 4141 5427 5535,105976.03,88,112694.4,108,na,67.681
rec-0105-org,male,taylah,kerslake,2611,sydney,07 0735 7257,2449 5426 1070 6668,55334.17,15,64854.9,93,na,81.453
rec-0106-org,male,teagan,walch,2606,sydney,07 0781 1773,1742 0616 3723 1321,51205.99,21,208411.6,17,f,75.994
rec-0107-org,male,phoebe,overington,2902,sydney,02 8650 7001,1356 2185 9643 1677,20051.38,62,2499.3,108,na,71.501
rec-0108-org,male,felicity,gold,2606,sydney,08 3419 6306,8613 8192 6976 6835,42567.39,51,123010.7,47,f,75.905
rec-0109-org,female,isabella,de totth,2900,melbourne,04 9513 8575,8963 9117 1728 1386,33906.72,72,161372.9,58,f,75.314
rec-0110-org,female,roisin,harrington,2906,sydney,04 7854 7469,8580 0044 1882 1986,94469.86,11,49753.5,62,m,77.567
rec-0111-org,male,caitlin,clarke,2617,sydney,04 3765 5774,3718 1311 8888 4116,66292.52,115,96980.3,96,f,75.262
rec-0112-org,male,carly,brooker,2606,canberra,08 7441 9533,5814 7320 3594 4258,33764.27,35,141639.4,92,f,70.472
rec-0113-org,female,alexandra,kranz,2602,sydney,04 6936 0948,8748 8267 3198 8260,47077.69,13,36298.1,50,na,74.942
rec-0114-org,male,jessica,longhurst,2900,canberra,08 2733 1964,5538 8848 8553 3267,36308.04,68,37552.9,56,f,74.646
rec-0115-org,male,jessica,green,2617,melbourne,08 9480 2270,0198 5428 3510 6669,74419.54,115,43271.2,16,m,67.667
rec-0116-org,male,emmerson,verco,2913,melbourne,08 7248 9500,0837 7724 5030 1780,38293.47,60,99478.4,80,f,81.728
rec-0117-org,male,kayla,yoshimura,2615,canberra,08 5476 5503,4552 5723 7140 4184,59663.98,57,136548.8,15,na,70.199
rec-0118-org,female,vanessa,geue,2615,perth,02 0646 6662,5603 4814 7373 6734,80358.37,41,10946.7,95,na,76.065
rec-0119-org,female,mia,pidcock,2600,sydney,07 0150 4602,8308 0900 2843 5694,50416.58,109,59685.8,92,f,68.559
rec-0120-org,female,shantal,stanley,2611,perth,07 4986 4953,9539 8542 7197 2202,48656.35,67,53789.0,105,na,72.137
rec-0121-org,female,sarah,fergus,2614,brisbane,02 3013 5576,1687 0226 0806 9919,53175.84,32,49835.6,68,na,80.509
rec-0122-org,male,emmerson,kayser,2602,sydney,02 5940 2652,7263 2148 0081 4283,75543.16,85,60604.1,62,f,73.065
rec-0123-dup-0,,georeya,ensakovic,2914,melbourn,02 3566 5778,3694 7208 079198 2837,18142.13,36,57984.1,34,na,68.890
rec-0123-org,female,georgia,enjakovic,2914,melbourne,02 3566 5778,3694 7208 7998 2837,18142.13,36,57984.1,34,na,68.890
rec-0124-org,male,caitlin,speight,2609,sydney,08 0513 6724,2686 3797 5895 3858,48230.91,94,20407.6,110,f,76.174
rec-0125-org,male,isabelle,rawlings,2902,perth,08 6394 0623,9130 3135 2533 4336,40692.49,86,45853.5,75,f,76.726
rec-0126-org,male,ruby,miles,2600,sydney,07 7091 4395,8397 9130 2695 8633,82109.91,94,71471.2,82,f,80.414
rec-0127-org,male,harley,ryan,2606,melbourne,07 1818 6925,3494 2458 4061 6616,50943.78,52,3828.0,24,na,72.645
rec-0128-org,male,tara,paine,2905,melbourne,04 7267 8080,3941 9832 3509 6622,14723.83,23,78928.6,29,m,78.281
rec-0129-org,female,taylah,pardey,2614,sydney,08 0436 7770,4681 2050 2859 1596,86885.18,60,125830.7,46,f,75.888
rec-0130-org,male,charlize,brajkovic,2602,sydney,02 6892 1249,0199 2480 9350 8358,64636.25,9,25537.3,86,m,76.630
rec-0131-org,female,sophie,mahony,2611,brisbane,02 9974 6705,4312 9237 3777 3948,55438.72,73,76947.2,65,m,69.792
rec-0132-org,male,katelin,burman,2615,melbourne,07 9877 3285,0542 2055 4675 5417,60611.72,94,30659.9,60,m,74.456
rec-0133-org,female,jade,alderson,2602,sydney,03 0844 1263,6713 5479 0781 3403,46480.72,2,27488.3,104,m,76.314
rec-0134-org,male,emiily,stephenson,2615,perth,03 1647 3581,8125 4234 9435 7763,31948.97,53,148409.8,16,f,75.626
rec-0135-org,female,andie,yialas,2607,sydney,08 1690 8837,6339 8673 8993 8221,73071.86,106,84183.1,20,f,81.000
rec-0136-org,female,ella,boyle,2903,canberra,04 3392 7496,4240 6744 6286 2770,38879.23,17,92690.9,64,f,79.505
rec-0137-org,male,shandril,burman,2614,perth,07 0485 9475,5375 2648 0449 9187,42789.30,38,76802.9,14,m,75.334
rec-0138-org,female,carmen,hanselman,2602,brisbane,02 1187 5033,0011 0178 0519 4556,70159.71,77,61679.2,77,m,66.295
rec-0139-org,female,lauren,burford,2906,canberra,04 2513 0146,3542 3366 0022 2972,63277.31,65,28864.7,19,m,71.358
rec-0140-org,male,ruby,ryan,2612,melbourne,04 4042 7144,1432 5388 8633 0272,47297.21,46,42515.9,28,na,62.707
rec-0141-org,male,zara,peachey,2906,sydney,02 1730 0543,1501 6300 4697 6835,40797.89,54,125617.5,63,na,79.693
rec-0142-org,female,madeleine,ryan,2615,canberra,04 9580 2620,5323 9658 1769 7440,53656.98,11,236728.7,35,f,79.016
rec-0143-org,female,chantelle,kamp,2617,melbourne,03 6071 5389,6969 3467 9376 4468,24877.87,82,114967.3,71,f,78.901
rec-0144-dup-0,female,geotgia,ebb,261q,brisbane,07 5530 2592,0831 81922 7800 5454,58643.48,67,82621.0,68,m,73.094
rec-0144-dup-1,female,geojria,wepb,2621,brisnane,,0831 8122 7800 5454,58643.48,67,82621.0,86,m,73.094
rec-0144-org,female,georgia,webb,2611,brisbane,07 5530 2592,0831 8122 7800 5454,58643.48,67,82621.0,86,m,73.094
rec-0145-org,male,peyton,montuori,2602,canberra,03 3205 0734,7144 8200 9008 6138,31389.23,81,68160.2,42,m,71.577
rec-0146-org,male,isabella,rawlings,2602,perth,07 8770 5136,9639 3039 6575 4866,34679.35,110,43585.8,59,f,77.048
rec-0147-org,female,naomi,kerley,2611,brisbane,03 4543 4832,3791 1872 3897 0121,57830.88,2,55855.9,59,m,77.254
rec-0148-org,male,lydia,mccarthy,2606,perth,04 0137 5929,0366 5518 4296 1925,30332.31,78,52721.2,109,m,70.944
rec-0149-org,female,zoe,nguyen,2606,brisbane,04 0250 7265,8882 9048 7125 6930,79279.27,40,55672.7,17,m,69.062
rec-0150-org,male,laura,clarke,2906,perth,03 5912 4450,6495 4464 8949 9389,32651.30,78,33357.3,64,m,72.043
rec-0151-org,male,katelyn,walla,2614,canberra,04 0099 4438,7987 0726 0948 9632,47166.22,19,184078.3,51,f,75.067
rec-0152-org,female,courtney,rankine,2607,sydney,02 7268 8759,5417 8070 3599 2355,53228.67,13,59100.6,82,na,78.519
rec-0153-org,male,hayley,berry,2615,perth,07 8990 3196,2565 0544 4801 8108,81770.33,10,59239.3,75,na,68.333
rec-0154-org,male,rachel,moskwa,2906,melbourne,02 9649 0915,7832 0306 8627 4619,37200.89,42,80737.0,70,na,64.703
rec-0155-org,female,alexandra,tiller,2904,perth,08 3545 1072,6601 9467 3087 5396,36500.54,103,13575.0,33,na,68.148
rec-0156-org,male,lily,drechsler,2902,canberra,08 4979 7015,1108 7486 4834 7984,17105.53,51,73338.8,92,f,74.187
rec-0157-org,female,emiily,rees,2615,sydney,02 1084 0177,4660 1161 4299 3855,57817.21,13,40489.4,50,na,76.192
rec-0158-org,female,katelyn,gunawan,2611,canberra,03 6678 7560,3014 2484 0525 5463,32873.68,93,103522.0,30,f,69.018
rec-0159-dup-0,,caitli,hylanf,2618,brisbane,,5185 4462 1877 7135,60957.63,76,72872.9,1,m,82.104
rec-0159-dup-1,,ckaitlin,hyland,2617,brisane,,5185 4462 1877 7135,60957.63,76,72872.9,11,m,82.104
rec-0159-dup-2,,kaitlin,ylant,missihg,brisbane,08 8434 8624,5185 4462 877 7135,60957.63,76,72872.9,11,m,82.104
rec-0159-org,female,caitlin,hyland,2618,brisbane,08 8434 8624,5185 4462 1877 7135,60957.63,76,72872.9,11,m,82.104
rec-0160-org,female,esme,hyland,2617,sydney,07 1334 3604,4077 9750 6690 3938,29032.02,94,96501.8,23,f,73.710
rec-0161-org,female,lily,baraiolo,2607,perth,04 5665 1529,6152 8819 0181 9701,79951.03,82,77124.3,92,na,78.495
rec-0162-org,male,keely,leslie,2905,melbourne,08 9176 2838,3343 6544 3344 7150,43128.87,7,67727.6,23,m,77.329
rec-0163-org,female,chloe,gasset,2611,sydney,02 7952 4180,2478 8849 1558 5881,30720.08,87,154832.6,22,f,78.570
rec-0164-org,female,mollie,hewson,2902,sydney,07 3594 6373,7148 2028 1291 7516,40968.94,3,23180.7,98,m,75.576
rec-0165-org,male,danielle,nguyen,2903,canberra,04 6588 3506,3091 7383 6400 7404,45380.29,101,67844.0,87,m,74.248
rec-0166-org,female,jessica,noble,2607,brisbane,08 0027 6656,7929 0579 4340 7634,94279.72,52,252893.9,65,f,74.663
rec-0167-org,male,sarah,snelling,2615,perth,08 0936 9480,3544 8431 4757 3365,33669.89,104,53092.5,42,f,74.246
rec-0168-org,female,diamond,farah,2614,sydney,02 5186 1996,4495 3506 1203 7529,32545.16,118,43081.8,73,m,83.973
rec-0169-org,female,kristen,sok,2604,brisbane,04 6428 6520,0991 8107 9043 4257,52396.08,4,21554.5,30,m,73.216
rec-0170-org,male,isabella,quinton,2602,sydney,02 8909 8273,9455 8695 3619 0423,51328.53,22,87387.6,66,f,70.162
rec-0171-org,female,jasmine,grimm,2905,canberra,08 5957 3759,0826 7504 1836 7089,28585.04,71,78274.9,12,m,78.123
rec-0172-org,female,lucy,sedgwick,2617,brisbane,04 0578 2148,6900 0469 9017 2705,90246.33,80,62013.6,35,f,72.052
rec-0173-org,male,bianca,hobson,2902,melbourne,04 8684 5103,8867 0416 3037 5120,62266.86,105,85380.3,96,f,83.009
rec-0174-org,female,charlotte,vlahodimos,2906,perth,04 7473 5601,8288 1670 6364 5058,22105.94,48,307745.4,22,f,72.009
rec-0175-org,female,holly,truman,2602,sydney,02 0511 2339,0460 1684 8028 2732,61839.22,54,64720.7,94,f,82.310
rec-0176-dup-0,,alyjss,ben9er,26or,melbourne,,5832 6412 8808 9931,58991.50,64,95852.8,108,m,74.400
rec-0176-dup-1,,alyzwa,bej9er,2694,melbourne,03 5932 6567,5832 612 808 9931,58991.50,64,95852.8,108,m,74.400
rec-0176-org,male,alyssa,benger,2604,melbourne,03 5932 6567,5832 6412 8808 9931,58991.50,64,95852.8,108,m,74.400
rec-0177-org,male,talyah,steed,2603,perth,07 4123 9426,8353 9679 1586 8241,58149.06,116,10856.1,61,f,73.590
rec-0178-dup-0,,natasba,tonge,2615,peahtb,,5347 8658 2051 58388,72088.57,56,12370.3,69,f,76.825
rec-0178-org,female,natasha,tonge,2615,perth,04 1649 3237,5347 8658 2051 5838,72088.57,56,12370.3,69,f,76.825
rec-0179-org,female,ella,matthews,2904,canberra,03 0724 8285,4091 3959 1494 0407,65557.33,43,57872.2,110,m,79.550
rec-0180-org,female,rhiannon,campbell,2615,sydney,08 5419 0278,8493 4957 0998 2135,29854.72,103,72139.8,107,na,73.629
rec-0181-org,male,jasmine,donaldson,2611,melbourne,03 6044 7354,3549 5093 1946 0260,53993.51,93,149214.0,81,f,73.411
rec-0182-org,male,emiily,coulson,2605,sydney,02 0977 6547,0877 4536 8849 8253,56238.58,84,50512.8,40,f,81.978
rec-0183-org,male,neneh,kervers,2913,melbourne,02 7595 2029,5982 4796 4811 7329,48995.44,78,59412.1,22,m,79.792
rec-0184-org,female,georgia,smithson,2606,perth,07 7976 3582,0141 5912 9267 2650,77468.78,26,185757.7,43,f,78.664
