rec-id,gender,given-name,surname,postcode,city,telephone-number,credit-card-number,income-normal,age-uniform,income,age,sex,blood-pressure
rec-0082-org,female,rachel,artis,2607,sydney,03 6341 8449,5341 6707 5305 8755,46982.15,39,79102.4,29,m,74.112
rec-0083-org,male,brielle,leslie,2905,perth,04 8527 8136,5221 6607 6022 9548,52306.94,79,24409.2,20,m,73.551
rec-0084-org,female,lily,lovelock,2607,brisbane,04 2056 6015,8028 0518 4467 3106,43975.96,61,141417.0,109,f,78.878
rec-0085-org,male,madison,lungershausen,2607,melbourne,03 2760 0614,0804 1440 8550 9331,22062.99,99,16327.6,54,f,74.532
rec-0086-org,male,eliza,karahalios,2602,melbourne,02 3936 7558,7054 0862 7910 6698,34989.83,74,53569.3,25,m,64.724
rec-0087-org,female,tayah,lanyon,2602,perth,02 5400 5486,6729 6267 2045 2825,72149.81,50,12079.5,57,na,76.994
rec-0088-org,male,emma,waller,2604,sydney,08 4411 9958,2397 4377 4762 6856,50151.99,26,29593.5,56,na,73.912
rec-0089-org,male,emiily,mason,2913,melbourne,03 0527 8065,6919 4157 7664 5233,55556.48,50,57939.4,52,f,77.444
rec-0090-org,male,kayla,gearman,2605,sydney,04 1955 6612,7245 5508 5795 2929,51574.47,1,77039.0,79,na,77.159
rec-0091-org,female,kylee,dmytrenko,2617,hobart,04 2276 3649,8196 2346 0591 1721,45893.58,33,109573.7,107,f,66.374
rec-0092-org,female,natalie,scheerlinck,2602,brisbane,04 1078 7074,1390 5843 5821 8654,68799.85,64,95117.7,43,f,73.755
rec-0093-org,female,imogen,bacchus,2615,canberra,03 5273 0398,0660 2974 4486 0681,48914.51,78,105602.8,104,f,78.832
rec-0094-dup-0,female,anabell,clarke,2004,prisbqne,03 7261 7792,7489 7428 217 6051,29350.94,38,88444.9,9,m,76.013
rec-0094-org,female,annabelle,clarke,2904,brisbane,03 7261 7792,7489 7428 2217 6051,29350.94,38,88444.9,97,m,76.013
rec-0095-org,male,adele,burnell,2602,sydney,07 1434 8783,5336 2634 5603 8500,54161.92,104,131449.9,61,f,76.856
rec-0096-org,female,victoria,tossell,2913,perth,08 3510 1717,4141 0131 4864 8619,46872.48,87,68391.6,11,f,73.523
rec-0097-org,female,kayla,lowe,2611,brisbane,08 3362 9389,6164 5728 8321 1267,68508.18,63,88294.9,95,f,79.280
rec-0098-org,male,freya,sohkanen,2602,sydney,07 7365 3955,8943 2424 3946 7755,62127.51,107,45737.8,70,na,68.961
rec-0099-org,female,jasmine,bradshaw,2611,sydney,08 9649 3434,4943 7835 4628 4676,70475.18,3,144517.9,58,f,73.764
rec-0100-org,male,jinni,wydra,2902,melbourne,02 3716 7292,2349 7268 4053 6116,38276.24,34,338797.1,98,f,75.738
rec-0101-org,female,molly,gearman,2602,brisbane,04 5414 6468,8173 6655 5837 8684,41251.42,57,28041.2,100,na,73.972
rec-0102-org,male,madeline,bloomfield,2905,perth,02 5792 7943,2151 0526 2810 4325,45787.18,34,23916.5,62,m,70.115
rec-0103-org,male,tara,beattie,2615,melbourne,08 1724 3212,2673 8836 2310 5264,30078.77,61,163562.8,72,f,76.053
rec-0104-org,female,monique,signorelli,2902,brisbane,02 2455 9246,4375 3277 5028 8088,61825.67,55,160833.9,40,f,79.559
rec-0105-org,male,finn,karpfen,2606,sydney,03 6597 1027,8710 3506 8646 7915,58921.10,19,69712.9,105,m,78.291
rec-0106-org,male,mikhaili,westbrook,2611,sydney,08 7738 7928,5891 7424 4305 0528,36351.07,8,78243.7,12,m,79.431
rec-0107-dup-0,,kilu,hmblin,2604,sydney,,6126 2850 6568 8380,43650.28,79,132674.4,44,f,71.327
rec-0107-org,male,keely,hamblin,2604,sydney,02 7190 0500,6126 2850 6568 8380,43650.28,79,132674.4,42,f,71.327
rec-0108-org,female,tahni,karaterpos,2607,melbourne,07 4317 8122,2468 7150 8428 1506,76489.37,105,87917.4,74,na,79.483
rec-0109-org,male,imogen,courtnell,2614,sydney,04 3761 9196,4725 0215 9651 4691,16476.22,107,39663.7,70,m,79.796
rec-0110-org,male,sarah,couzens,2614,melbourne,04 7850 8883,8848 4015 2868 0047,57824.89,21,42992.1,14,m,72.496
rec-0111-org,female,charlotte,rawlings,2615,perth,08 5654 4750,1421 6137 3974 3776,57449.27,39,20283.6,35,f,73.757
rec-0112-org,male,polly,beattie,2902,canberra,02 1947 5799,3389 7109 5914 9749,44621.59,13,53972.9,90,na,76.071
rec-0113-org,male,ellen,clarke,2614,melbourne,03 2487 8495,1964 3226 7996 4776,11879.36,22,33947.3,99,na,77.177
rec-0114-org,male,emiily,leaford,2600,perth,07 1873 2361,2612 7243 0283 8267,52035.13,72,61478.5,29,m,70.564
rec-0115-org,male,nikita,braithwaite,2614,sydney,02 4214 0963,3133 1242 2054 2357,61604.79,115,93892.0,74,m,73.927
rec-0116-org,female,hannah,millar,2912,sydney,02 8686 8908,6020 1623 5915 8239,32298.09,72,165504.2,83,f,74.297
rec-0117-org,male,breony,maax,2913,melbourne,08 0802 8182,9793 3341 9956 4588,51566.94,32,65902.4,51,f,70.485
rec-0118-org,female,indiana,bishop,2902,melbourne,07 0654 4207,1077 0525 9386 1464,50240.63,92,83899.9,19,f,78.249
rec-0119-org,female,lia,neville,2617,sydney,07 4035 0389,3120 5128 6529 7874,61255.73,95,70995.1,16,m,70.639
rec-0120-org,male,isabella,mahony,2602,melbourne,04 9267 9695,7244 6826 9767 1466,75852.23,50,20746.8,52,na,77.191
rec-0121-dup-0,male,ckirra,miltren,2603,pert,,7320 6389 1048 3918,86529.04,119,88309.2,17,m,80.469
rec-0121-org,male,kirra,mildren,2603,perth,03 7611 1090,7320 6389 1048 3918,86529.04,119,88309.2,71,m,80.469
rec-0122-org,male,brooke,fimeri,2603,sydney,03 0257 1682,0699 9690 2272 8959,47614.28,15,44420.1,16,f,76.982
rec-0123-org,male,annabel,pascoe,2905,sydney,08 3226 6770,6891 8506 4370 2615,91427.93,14,60174.7,50,f,74.030
rec-0124-org,female,jemima,thandi,2611,sydney,03 5853 7755,3523 8634 8784 6914,35340.56,12,70439.2,38,f,77.696
rec-0125-org,male,larissa,reid,2606,sydney,02 9124 3813,8250 2532 6759 4435,79258.24,113,23021.9,67,m,77.323
rec-0126-org,female,ebony,byers,2615,melbourne,04 9848 5280,8509 0254 3780 3967,73592.33,5,93306.2,75,f,73.029
rec-0127-org,male,ashleigh,spark,2902,melbourne,02 1785 1360,6108 1052 7220 2969,68621.45,82,20241.2,48,f,73.670
rec-0128-org,male,georgia,garnett,2904,perth,08 1550 0133,7251 7885 5895 1211,33792.09,81,39998.0,39,m,69.682
rec-0129-org,male,anita,shevchenko,2903,perth,03 6343 0090,0498 9565 6927 5124,24880.84,11,40764.9,44,f,76.228
rec-0130-org,male,aleesha,tribbeck,2603,sydney,08 7617 4381,0211 5864 4478 3761,39249.24,59,126954.8,21,f,78.272
rec-0131-org,male,elisha,hannagan,2607,canberra,02 0935 1539,4202 1139 1930 2577,20118.17,90,59552.4,19,na,72.486
rec-0132-org,female,kylie,wilkins,2615,hobart,04 3948 5405,2169 3820 2802 0926,35953.10,38,37645.1,68,m,76.578
rec-0133-org,female,sophie,weaver,2607,brisbane,07 8986 2542,6245 9278 1265 8857,47157.19,108,60758.6,28,m,73.922
rec-0134-org,male,larissa,herbert,2614,perth,03 0826 7385,5694 3103 9513 0607,72239.20,88,148258.8,108,f,76.880
rec-0135-org,male,julia,landau,2903,melbourne,04 4246 3571,9047 1468 2249 5668,65155.21,62,19020.5,37,na,74.710
rec-0136-org,male,emiily,buder,2611,perth,07 7359 5632,5026 3812 0940 6434,67997.70,66,133826.8,94,na,78.509
rec-0137-org,female,roisin,wilkins,2602,sydney,04 1016 1599,7659 2523 8317 6472,74680.12,81,88505.2,42,m,80.971
rec-0138-org,male,jennifer,wesney,2612,sydney,04 0444 3504,9854 4072 5744 6466,55539.69,5,21394.2,46,m,83.325
rec-0139-org,female,olivia,warneke,2602,perth,07 6093 0292,5182 7410 9276 0159,53141.00,55,61257.8,91,m,68.988
rec-0140-org,male,madison,morrison,2606,melbourne,07 5228 9448,0331 8512 0996 5783,24986.97,48,49721.1,44,m,77.421
rec-0141-org,female,alexandra,miloloza,2905,sydney,02 3887 0486,7858 1380 2108 1905,35749.62,100,98340.7,78,m,73.053
rec-0142-org,female,catherine,glass,2612,perth,02 5170 7359,3948 0316 8548 1848,21547.80,83,164708.0,50,f,78.861
rec-0143-dup-0,,emiili,coleman,260y,perth,,6064 0341 16839660,34008.07,20,61494.3,84,m,72.428
rec-0143-dup-1,,emiily,colemaj,missing,per6h,,6064 0341 1683 9660,34008.07,20,61494.3,84,m,72.428
rec-0143-dup-2,,emiili,colman,2607,perkh,,6064 0341 1683 9660,34008.07,20,61494.3,84,m,72.428
rec-0143-org,male,emiily,coleman,2607,perth,03 3746 5634,6064 0341 1683 9660,34008.07,20,61494.3,84,m,72.428
rec-0144-org,female,hayley,clarke,2906,brisbane,02 7384 0896,3287 7989 9677 9782,52795.40,35,30160.0,98,m,78.906
rec-0145-org,male,freya,emmanuel,2905,sydney,08 3394 3937,6173 7990 4126 1407,73856.55,57,71096.8,73,na,82.262
rec-0146-org,female,amelia,white,2617,brisbane,02 6670 7568,4438 1879 0484 9584,100780.84,73,68375.6,39,na,76.539
rec-0147-org,male,india,herbert,2611,melbourne,03 4341 3611,7305 3775 2057 8613,37998.36,96,19092.3,66,f,69.111
rec-0148-org,male,georgia,crossman,2906,perth,02 8736 3811,2246 6941 1997 7603,57118.93,11,80798.0,19,na,70.105
rec-0149-org,female,sophie,coleman,2612,canberra,07 7636 1765,8151 7146 5682 3815,63171.77,87,54922.6,60,na,80.575
rec-0150-org,male,lauren,reid,2615,perth,07 6665 3129,8315 4910 5672 0315,41289.49,94,156217.4,23,f,77.885
rec-0151-org,female,carly,campbell,2617,canberra,04 4383 9400,2063 3721 9626 7103,71157.14,48,21741.6,54,na,76.658
rec-0152-org,female,alisa,laverty,2615,brisbane,07 0894 0671,2464 8114 3249 9454,57788.68,10,117344.8,55,f,78.203
rec-0153-org,female,alessandra,turelli,2615,sydney,02 0287 4793,7145 3052 8827 6405,9676.69,95,34568.9,31,f,79.867
rec-0154-org,female,holly,lymberis,2904,sydney,07 5025 3779,2832 3907 3191 3897,30984.90,3,140844.8,71,na,75.665
rec-0155-org,male,sophie,spears,2905,sydney,08 6117 9839,5163 0588 2455 9235,49659.28,25,63497.9,50,m,74.049
rec-0156-org,female,sarah,clarke,2612,brisbane,08 5271 5979,5977 2481 4974 2217,52927.61,73,49717.8,80,m,80.367
rec-0157-org,male,anneliese,vorrasi,2615,melbourne,03 0716 2807,0315 2316 1301 4568,40803.63,83,125063.7,17,f,75.865
rec-0158-org,female,alice,browne,2617,perth,02 0168 8824,5842 1005 4181 9064,54623.29,23,68584.6,76,f,79.616
rec-0159-org,male,ashleigh,grosser,2615,melbourne,02 9000 1734,6434 5995 3516 8892,17282.45,18,165390.0,17,f,81.059
rec-0160-org,male,nicole,green,2606,sydney,04 9285 9450,7675 5747 1194 4081,46523.53,35,77372.7,20,na,78.454
rec-0161-org,female,indyana,cochrane,2607,canberra,08 3976 9976,6121 3457 6676 6531,35478.64,98,35580.7,102,m,70.213
rec-0162-org,female,madison,rivers,2902,melbourne,04 0460 4399,2451 2996 6290 1414,47284.34,63,104481.2,33,f,78.011
rec-0163-org,female,tiarna,reid,2605,canberra,07 2883 5365,2560 1911 2987 7097,65786.00,15,2351.4,106,na,70.784
rec-0164-org,female,laura,burford,2906,sydney,07 4459 3183,1743 0485 1230 2720,73634.20,78,88967.9,106,f,77.426
rec-0165-org,female,sarah,speight,2606,brisbane,08 0210 4687,3378 7645 7693 9983,45360.36,26,92723.8,40,na,80.291
rec-0166-org,female,brielle,pettingill,2617,sydney,02 8169 3219,9702 8890 8840 5440,39478.79,36,48726.5,21,m,69.484
rec-0167-org,female,tara,steed,2615,sydney,04 9244 7855,0680 1061 5730 3151,49294.96,12,109225.3,42,na,71.465
rec-0168-org,male,kristen,petersen,2612,perth,07 3240 3981,4679 7727 9073 8249,55344.73,105,52011.9,96,na,79.047
rec-0169-org,female,jayde,crouch,2614,brisbane,03 1210 3515,3539 5245 1809 9110,85188.11,95,88132.4,61,na,67.985
rec-0170-org,male,matisse,buckell,2904,canberra,04 9899 3998,3831 6452 9115 5353,35971.71,2,10498.0,107,na,78.697
rec-0171-org,female,rosa,divona,2615,brisbane,03 3092 4342,1521 0373 8804 2242,68035.77,39,37979.7,30,na,79.285
rec-0172-org,male,rebecca,beal,2906,melbourne,02 6866 9795,0436 1156 9443 5898,86816.84,45,79876.8,20,na,81.584
rec-0173-org,female,isabella,athans,2606,perth,04 5075 5098,4473 1630 5172 1095,70152.52,9,19829.0,76,f,74.057
rec-0174-org,female,juliana,butt,2904,sydney,03 8253 0866,2974 8994 7128 5116,62504.20,54,89847.4,39,f,76.959
rec-0175-org,male,alessandra,jolly,2602,melbourne,04 5255 4349,3801 2082 9225 8789,63511.08,40,276059.3,47,f,78.499
rec-0176-org,female,zali,xiaodong,2902,perth,02 5160 1497,1104 0712 3293 1660,47476.01,88,87908.5,106,na,77.552
rec-0177-org,male,mia,goldsworthy,2606,sydney,08 5477 3836,4207 3562 1935 4452,64199.85,93,105254.2,49,na,80.404
rec-0178-org,female,caitlin,rybak,2611,sydney,04 5795 0730,6598 7261 2002 6621,46891.71,71,6282.3,66,na,75.124
rec-0179-org,female,tara,schillier,2905,melbourne,08 0742 7703,7278 2238 0467 7221,68084.78,83,551.2,39,na,77.409
rec-0180-org,male,felicity,soso,2602,melbourne,03 9444 2788,9156 3336 2894 0966,30841.96,10,204804.9,66,f,74.975
rec-0181-org,male,madison,holgate,2913,perth,02 1759 1944,9021 2714 8816 0966,18417.28,70,54197.4,84,f,76.390
rec-0182-org,male,lily,hages,2602,sydney,08 6799 8994,5940 1145 1280 7239,40312.50,62,50864.9,70,f,81.160
rec-0183-org,female,jazz,brooker,2606,melbourne,08 4660 2147,1262 9799 5480 3162,82903.27,72,35589.3,108,na,77.944
rec-0184-org,male,kaela,bitmead,2913,melbourne,03 7560 3063,9210 3517 2397 1977,63874.91,69,130819.4,70,f,77.793
rec-0185-org,female,alana,godfrey,2615,sydney,07 8194 7196,4312 7682 7381 1036,77568.95,30,78756.8,42,m,73.184
rec-0186-org,male,charlotte,clarke,2614,sydney,07 2688 9069,2356 5846 1194 9802,68212.77,60,87092.5,61,m,75.500
rec-0187-org,male,rachel,goldsworthy,2614,melbourne,08 5490 3797,0270 2924 3960 5942,32463.51,6,83812.6,83,m,74.838
rec-0188-org,female,charlotte,reid,2902,sydney,08 2543 8712,8464 3585 3985 1295,63415.73,94,68689.0,49,m,82.282
rec-0189-org,female,sarah,walls,2913,hobart,04 4989 2492,2173 2444 5431 8977,50651.57,96,53606.1,63,f,81.401
rec-0190-dup-0,,amila,dixon,27q1,brisbane,,8374 93071 7807 3005,73408.81,62,16662.8,78,na,77.930
rec-0190-org,female,jamilla,dixon,2611,brisbane,03 4081 2113,8374 9371 7807 3005,73408.81,62,16662.8,78,na,77.930
rec-0191-org,male,alia,brokenshire,2913,melbourne,03 6683 8464,9656 7642 7470 2604,45180.55,33,42829.6,40,m,77.052
rec-0192-org,male,pascale,marson,2614,perth,07 3878 1554,9167 5499 8683 6181,8932.18,107,40497.8,41,m,78.736
rec-0193-org,female,jessica,afford,2600,sydney,07 1292 9026,2003 7971 0454 0283,16060.10,51,134881.0,26,na,74.026
rec-0194-org,male,holly,robson,2604,melbourne,04 0941 9099,4948 3895 4480 5267,43325.08,5,45255.8,93,m,72.089
rec-0195-org,male,brianna,linssen,2607,perth,03 4971 4100,2553 4559 0874 9630,35326.70,96,41470.0,106,f,69.195
rec-0196-org,female,charlotte,burman,2615,hobart,02 0622 3519,1123 8692 7411 7263,21747.88,54,90650.0,61,na,72.932
rec-0197-org,female,darcie,dobell,2612,melbourne,04 7655 9046,6166 2176 1057 7352,39093.15,1,74580.0,65,m,74.945
rec-0198-org,female,lily,etherington,2602,sydney,03 4203 6571,6877 9713 2605 2132,59076.07,94,98664.1,50,m,78.754
rec-0199-org,male,emiily,clarke,2615,perth,07 3077 8424,9809 5738 3858 4348,66352.66,43,98194.0,24,m,77.387
rec-0200-org,female,roberta,matthews,2902,sydney,03 1037 5693,5836 8118 7634 2357,67014.92,42,160946.1,80,f,81.342
rec-0201-org,male,claire,clarke,2605,melbourne,04 4156 8075,3659 5296 2563 3428,74152.55,63,69495.4,72,m,85.667
